image_path,tier,tier_score,normalized_dept,anchor_group,university,work_type,post_no
data/crawled/raw_images/482_0.jpg,A,77.1,fine_art,이화여대_fine_art,이화여대,평소작,482
data/crawled/raw_images/1454_0.jpg,B,55.1,visual_design,단국대_visual_design,단국대,재현작,1454
data/crawled/raw_images/1135_0.jpg,B,59.3,fashion,건국대_fashion,건국대,평소작,1135
data/crawled/raw_images/2501_0.jpg,B,66.8,design_general,덕성여대_design_general,덕성여대,재현작,2501
data/crawled/raw_images/2599_0.jpg,C,44.5,design_general,백석대_design_general,백석대,재현작,2599
data/crawled/raw_images/680_0.jpg,B,55.0,fine_art,성균관대_fine_art,성균관대,평소작,680
data/crawled/raw_images/2897_0.jpg,B,67.5,industrial_design,가천대_industrial_design,가천대,재현작,2897
data/crawled/raw_images/3338_0.jpeg,C,45.0,design_general,백석대_design_general,백석대,평소작,3338
data/crawled/raw_images/3094_0.jpg,B,58.0,craft,서울여대_craft,서울여대,재현작,3094
data/crawled/raw_images/3288_0.jpg,B,52.2,craft,서울과기대_craft,서울과기대,재현작,3288
data/crawled/raw_images/518_0.jpg,B,55.8,visual_design,동덕여대_visual_design,동덕여대,평소작,518
data/crawled/raw_images/2457_0.jpg,A,79.9,interior,건국대_interior,건국대,재현작,2457
data/crawled/raw_images/2413_0.jpg,A,72.2,design_general,홍익대_design_general,홍익대,평소작,2413
data/crawled/raw_images/1709_0.jpg,C,47.5,design_general,수원대_design_general,수원대,재현작,1709
data/crawled/raw_images/2343_0.jpg,B,57.8,design_general,상명대_design_general,상명대,재현작,2343
data/crawled/raw_images/3393_0.jpeg,A,79.3,fine_art,성신여대_fine_art,성신여대,평소작,3393
data/crawled/raw_images/3885_0.jpg,B,54.8,animation,청강대_animation,청강대,재현작,3885
data/crawled/raw_images/2517_0.jpg,B,55.0,visual_design,숙명여대_visual_design,숙명여대,평소작,2517
data/crawled/raw_images/2150_0.jpg,A,72.3,visual_design,한양대_visual_design,한양대,재현작,2150
data/crawled/raw_images/1181_0.jpg,B,55.0,industrial_design,서울여대_industrial_design,서울여대,재현작,1181
data/crawled/raw_images/555_0.jpg,B,67.8,visual_design,서울여대_visual_design,서울여대,평소작,555
data/crawled/raw_images/1818_0.jpg,A,82.9,visual_design,경희대_visual_design,경희대,재현작,1818
data/crawled/raw_images/3691_0.png,B,55.7,fashion,건국대_fashion,건국대,재현작,3691
data/crawled/raw_images/533_0.jpg,C,44.1,visual_design,서경대_visual_design,서경대,재현작,533
data/crawled/raw_images/2165_0.jpg,A,65.6,visual_design,국민대_visual_design,국민대,재현작,2165
data/crawled/raw_images/2057_0.jpg,B,52.7,fashion,동덕여대_fashion,동덕여대,재현작,2057
data/crawled/raw_images/1264_0.jpg,B,63.3,industrial_design,상명대_industrial_design,상명대,재현작,1264
data/crawled/raw_images/3259_0.jpg,C,45.1,design_general,수원대_design_general,수원대,재현작,3259
data/crawled/raw_images/3359_0.jpeg,A,81.8,fine_art,경희대_fine_art,경희대,재현작,3359
data/crawled/raw_images/3850_0.jpg,A,79.2,fine_art,중앙대_fine_art,중앙대,평소작,3850
data/crawled/raw_images/999_0.jpg,A,74.0,industrial_design,건국대_industrial_design,건국대,재현작,999
data/crawled/raw_images/1280_0.jpg,A,71.7,visual_design,건국대_visual_design,건국대,재현작,1280
data/crawled/raw_images/1379_0.jpg,A,69.8,visual_design,성균관대_visual_design,성균관대,평소작,1379
data/crawled/raw_images/1277_0.jpeg,B,48.6,sculpture,서울시립대_sculpture,서울시립대,평소작,1277
data/crawled/raw_images/1076_0.jpg,B,48.1,fine_art,성균관대_fine_art,성균관대,재현작,1076
data/crawled/raw_images/666_0.jpg,A,72.0,design_general,고려대_design_general,고려대,재현작,666
data/crawled/raw_images/3348_0.jpg,C,32.6,design_general,인천가톨릭대_design_general,인천가톨릭대,평소작,3348
data/crawled/raw_images/2619_0.jpg,C,44.1,design_general,삼육대_design_general,삼육대,재현작,2619
data/crawled/raw_images/1184_0.jpg,B,56.9,craft,서울과기대_craft,서울과기대,재현작,1184
data/crawled/raw_images/1175_0.jpg,A,84.0,fine_art,경희대_fine_art,경희대,평소작,1175
data/crawled/raw_images/2772_0.jpg,B,61.5,design_general,덕성여대_design_general,덕성여대,재현작,2772
data/crawled/raw_images/3830_0.jpg,S,87.2,fine_art,서울대_fine_art,서울대,평소작,3830
data/crawled/raw_images/1918_0.jpg,B,49.6,sculpture,서울시립대_sculpture,서울시립대,unknown,1918
data/crawled/raw_images/988_0.jpg,B,55.0,fine_art,성균관대_fine_art,성균관대,평소작,988
data/crawled/raw_images/3541_0.jpg,B,51.8,visual_design,명지대_visual_design,명지대,평소작,3541
data/crawled/raw_images/3571_0.jpg,A,72.5,visual_design,경희대_visual_design,경희대,재현작,3571
data/crawled/raw_images/748_0.jpg,A,76.2,fine_art,이화여대_fine_art,이화여대,재현작,748
data/crawled/raw_images/2823_0.png,B,52.6,design_general,상명대_design_general,상명대,재현작,2823
data/crawled/raw_images/1892_0.jpg,B,60.4,design_general,한성대_design_general,한성대,평소작,1892
data/crawled/raw_images/1193_0.jpg,B,66.3,industrial_design,가천대_industrial_design,가천대,재현작,1193
data/crawled/raw_images/1000_0.jpg,C,40.4,design_general,백석대_design_general,백석대,재현작,1000
data/crawled/raw_images/2872_0.jpg,B,61.4,craft,단국대_craft,단국대,재현작,2872
data/crawled/raw_images/514_0.jpeg,B,67.1,visual_design,동덕여대_visual_design,동덕여대,재현작,514
data/crawled/raw_images/886_0.jpeg,B,67.1,design_general,덕성여대_design_general,덕성여대,재현작,886
data/crawled/raw_images/971_0.jpg,A,68.7,sculpture,국민대_sculpture,국민대,평소작,971
data/crawled/raw_images/1647_0.jpg,B,55.9,design_general,상명대_design_general,상명대,재현작,1647
data/crawled/raw_images/3676_0.jpeg,B,64.5,fine_art,단국대_fine_art,단국대,unknown,3676
data/crawled/raw_images/3905_0.jpg,B,65.2,industrial_design,상명대_industrial_design,상명대,평소작,3905
data/crawled/raw_images/3069_0.png,S,89.8,design_general,서울대_design_general,서울대,재현작,3069
data/crawled/raw_images/2269_0.jpg,B,67.4,design_general,덕성여대_design_general,덕성여대,재현작,2269
data/crawled/raw_images/2429_0.jpg,A,81.5,visual_design,건국대_visual_design,건국대,평소작,2429
data/crawled/raw_images/3911_0.jpg,B,60.8,fine_art,건국대_fine_art,건국대,재현작,3911
data/crawled/raw_images/3358_0.jpeg,A,80.2,fine_art,중앙대_fine_art,중앙대,평소작,3358
data/crawled/raw_images/1916_0.jpg,A,73.3,visual_design,한양대_visual_design,한양대,unknown,1916
data/crawled/raw_images/1890_0.jpg,B,63.6,industrial_design,가천대_industrial_design,가천대,평소작,1890
data/crawled/raw_images/1236_0.jpg,A,72.0,visual_design,경희대_visual_design,경희대,재현작,1236
data/crawled/raw_images/3674_0.jpg,A,73.9,fine_art,동국대_fine_art,동국대,unknown,3674
data/crawled/raw_images/3458_0.jpg,B,65.5,design_general,한성대_design_general,한성대,재현작,3458
data/crawled/raw_images/1318_0.jpg,B,48.6,sculpture,서울시립대_sculpture,서울시립대,평소작,1318
data/crawled/raw_images/2964_0.jpg,B,63.8,interior,동덕여대_interior,동덕여대,재현작,2964
data/crawled/raw_images/275_0.jpg,B,50.7,industrial_design,성신여대_industrial_design,성신여대,재현작,275
data/crawled/raw_images/2105_0.jpg,B,55.4,craft,서울여대_craft,서울여대,재현작,2105
data/crawled/raw_images/1856_0.jpg,A,67.4,visual_design,중앙대_visual_design,중앙대,재현작,1856
data/crawled/raw_images/3399_0.jpg,B,65.5,design_general,한성대_design_general,한성대,재현작,3399
data/crawled/raw_images/624_0.png,A,66.6,visual_design,성균관대_visual_design,성균관대,재현작,624
data/crawled/raw_images/2448_0.jpg,B,50.6,animation,청강대_animation,청강대,unknown,2448
data/crawled/raw_images/3153_0.jpg,B,52.0,design_general,상명대_design_general,상명대,재현작,3153
data/crawled/raw_images/369_0.jpg,S,90.0,design_general,서울대_design_general,서울대,평소작,369
data/crawled/raw_images/497_0.jpg,A,83.0,visual_design,경희대_visual_design,경희대,재현작,497
data/crawled/raw_images/2784_0.jpg,C,34.7,design_general,인천가톨릭대_design_general,인천가톨릭대,평소작,2784
data/crawled/raw_images/214_0.png,S,83.0,industrial_design,국민대_industrial_design,국민대,재현작,214
data/crawled/raw_images/2941_0.jpg,B,66.0,visual_design,동덕여대_visual_design,동덕여대,재현작,2941
data/crawled/raw_images/526_0.jpg,B,62.8,fashion,동덕여대_fashion,동덕여대,재현작,526
data/crawled/raw_images/283_0.jpg,B,57.2,visual_design,동덕여대_visual_design,동덕여대,재현작,283
data/crawled/raw_images/2248_0.jpg,B,49.5,sculpture,서울시립대_sculpture,서울시립대,평소작,2248
data/crawled/raw_images/2579_0.jpg,B,67.0,visual_design,동덕여대_visual_design,동덕여대,재현작,2579
data/crawled/raw_images/2397_0.jpg,S,96.5,design_general,서울대_design_general,서울대,평소작,2397
data/crawled/raw_images/2053_0.jpg,B,50.6,interior,숙명여대_interior,숙명여대,재현작,2053
data/crawled/raw_images/2140_0.jpg,B,53.6,craft,단국대_craft,단국대,재현작,2140
data/crawled/raw_images/2288_0.jpg,A,83.9,fine_art,경희대_fine_art,경희대,재현작,2288
data/crawled/raw_images/2610_0.jpg,A,65.4,fashion,국민대_fashion,국민대,재현작,2610
data/crawled/raw_images/227_0.png,A,77.1,fine_art,중앙대_fine_art,중앙대,평소작,227
data/crawled/raw_images/720_0.jpg,B,63.0,industrial_design,상명대_industrial_design,상명대,평소작,720
data/crawled/raw_images/1284_0.jpg,B,48.6,sculpture,서울시립대_sculpture,서울시립대,평소작,1284
data/crawled/raw_images/3147_0.jpg,B,64.0,fashion,인하대_fashion,인하대,재현작,3147
data/crawled/raw_images/251_0.png,A,77.9,fine_art,이화여대_fine_art,이화여대,평소작,251
data/crawled/raw_images/3237_0.png,S,88.8,fine_art,서울대_fine_art,서울대,unknown,3237
data/crawled/raw_images/2148_0.jpg,A,71.6,craft,중앙대_craft,중앙대,재현작,2148
data/crawled/raw_images/2548_0.png,A,69.4,fine_art,이화여대_fine_art,이화여대,재현작,2548
data/crawled/raw_images/1281_0.jpg,B,62.3,craft,단국대_craft,단국대,재현작,1281
data/crawled/raw_images/1235_0.jpg,B,66.2,visual_design,명지대_visual_design,명지대,재현작,1235
data/crawled/raw_images/210_0.png,S,83.0,industrial_design,국민대_industrial_design,국민대,재현작,210
data/crawled/raw_images/1377_0.jpg,S,85.3,industrial_design,국민대_industrial_design,국민대,재현작,1377
data/crawled/raw_images/1849_0.jpg,C,38.5,visual_design,남서울대_visual_design,남서울대,재현작,1849
data/crawled/raw_images/2349_0.jpg,B,61.1,design_general,경기대_design_general,경기대,재현작,2349
data/crawled/raw_images/2271_0.jpg,B,57.5,visual_design,서울시립대_visual_design,서울시립대,재현작,2271
data/crawled/raw_images/1352_0.jpg,A,68.7,fine_art,동국대_fine_art,동국대,unknown,1352
data/crawled/raw_images/1014_0.jpg,A,75.8,fine_art,동국대_fine_art,동국대,평소작,1014
data/crawled/raw_images/1740_0.jpg,B,57.9,fine_art,단국대_fine_art,단국대,평소작,1740
data/crawled/raw_images/1666_0.jpg,B,60.2,animation,청강대_animation,청강대,평소작,1666
data/crawled/raw_images/196_0.png,B,67.9,craft,서울여대_craft,서울여대,평소작,196
data/crawled/raw_images/1667_0.jpg,B,66.9,craft,서울여대_craft,서울여대,재현작,1667
data/crawled/raw_images/1102_0.jpg,A,84.0,fine_art,경희대_fine_art,경희대,평소작,1102
data/crawled/raw_images/1409_0.jpg,B,55.0,craft,서울여대_craft,서울여대,평소작,1409
data/crawled/raw_images/3172_0.jpg,B,57.4,design_general,인하대_design_general,인하대,재현작,3172
data/crawled/raw_images/2371_0.jpg,A,83.7,visual_design,경희대_visual_design,경희대,재현작,2371
data/crawled/raw_images/1496_0.jpg,C,35.2,industrial_design,협성대_industrial_design,협성대,평소작,1496
data/crawled/raw_images/461_0.jpg,C,38.6,design_general,인천대_design_general,인천대,재현작,461
data/crawled/raw_images/1725_0.jpg,A,82.0,craft,중앙대_craft,중앙대,재현작,1725
data/crawled/raw_images/1690_0.jpg,B,65.8,visual_design,명지대_visual_design,명지대,재현작,1690
data/crawled/raw_images/1155_0.jpg,B,55.2,animation,청강대_animation,청강대,평소작,1155
data/crawled/raw_images/667_0.jpg,A,72.0,design_general,연세대_design_general,연세대,평소작,667
data/crawled/raw_images/3436_0.jpg,A,82.1,design_general,한양대_design_general,한양대,재현작,3436
data/crawled/raw_images/3398_0.jpg,B,67.9,visual_design,서울여대_visual_design,서울여대,재현작,3398
data/crawled/raw_images/2790_0.jpg,B,51.6,craft,서울과기대_craft,서울과기대,재현작,2790
data/crawled/raw_images/1793_0.jpg,C,47.5,design_general,수원대_design_general,수원대,평소작,1793
data/crawled/raw_images/3795_0.jpg,B,63.2,visual_design,가천대_visual_design,가천대,재현작,3795
data/crawled/raw_images/2638_0.jpg,B,55.6,craft,단국대_craft,단국대,재현작,2638
data/crawled/raw_images/981_0.jpg,B,51.3,fashion,동덕여대_fashion,동덕여대,재현작,981
data/crawled/raw_images/1373_0.jpg,B,59.9,design_general,한성대_design_general,한성대,재현작,1373
data/crawled/raw_images/3798_0.jpg,A,72.0,design_general,연세대_design_general,연세대,재현작,3798
data/crawled/raw_images/641_0.jpg,A,67.0,fine_art,경희대_fine_art,경희대,평소작,641
data/crawled/raw_images/983_0.jpg,B,55.5,design_general,덕성여대_design_general,덕성여대,재현작,983
data/crawled/raw_images/1578_0.jpg,A,69.7,fashion,경희대_fashion,경희대,재현작,1578
data/crawled/raw_images/2021_0.jpg,S,90.0,fine_art,서울대_fine_art,서울대,평소작,2021
data/crawled/raw_images/3191_0.jpeg,B,49.8,visual_design,명지대_visual_design,명지대,재현작,3191
data/crawled/raw_images/2636_0.jpg,A,67.0,design_general,홍익대_design_general,홍익대,평소작,2636
data/crawled/raw_images/1151_0.jpg,A,80.4,industrial_design,건국대_industrial_design,건국대,평소작,1151
data/crawled/raw_images/2160_0.jpg,A,75.9,industrial_design,건국대_industrial_design,건국대,재현작,2160
data/crawled/raw_images/1518_0.jpg,A,66.8,design_general,연세대_design_general,연세대,재현작,1518
data/crawled/raw_images/2277_0.jpg,B,65.0,fashion,인하대_fashion,인하대,재현작,2277
data/crawled/raw_images/1326_0.jpg,B,63.3,industrial_design,상명대_industrial_design,상명대,평소작,1326
data/crawled/raw_images/1103_0.jpeg,B,60.5,design_general,한성대_design_general,한성대,재현작,1103
data/crawled/raw_images/3024_0.jpg,B,65.7,design_general,한성대_design_general,한성대,재현작,3024
data/crawled/raw_images/1655_0.jpg,B,55.7,fine_art,건국대_fine_art,건국대,평소작,1655
data/crawled/raw_images/1943_0.jpg,B,55.0,visual_design,단국대_visual_design,단국대,재현작,1943
data/crawled/raw_images/3935_0.jpg,A,81.0,industrial_design,건국대_industrial_design,건국대,평소작,3935
data/crawled/raw_images/2106_0.jpg,B,48.7,fine_art,성균관대_fine_art,성균관대,평소작,2106
data/crawled/raw_images/1625_0.jpg,B,54.8,fine_art,가천대_fine_art,가천대,재현작,1625
data/crawled/raw_images/508_0.jpg,C,48.6,industrial_design,서경대_industrial_design,서경대,평소작,508
data/crawled/raw_images/2193_0.jpg,A,72.0,fine_art,중앙대_fine_art,중앙대,평소작,2193
data/crawled/raw_images/2439_0.jpg,B,65.6,design_general,인하대_design_general,인하대,재현작,2439
data/crawled/raw_images/3095_0.jpg,B,49.2,industrial_design,서울과기대_industrial_design,서울과기대,재현작,3095
data/crawled/raw_images/1551_0.jpg,C,49.2,design_general,삼육대_design_general,삼육대,재현작,1551
data/crawled/raw_images/895_0.jpeg,B,49.3,sculpture,서울시립대_sculpture,서울시립대,평소작,895
data/crawled/raw_images/2532_0.jpg,B,61.7,industrial_design,상명대_industrial_design,상명대,재현작,2532
data/crawled/raw_images/414_0.jpg,A,77.1,fine_art,이화여대_fine_art,이화여대,재현작,414
data/crawled/raw_images/2196_0.jpg,B,58.0,craft,동덕여대_craft,동덕여대,평소작,2196
data/crawled/raw_images/3347_0.jpg,C,32.6,design_general,인천가톨릭대_design_general,인천가톨릭대,평소작,3347
data/crawled/raw_images/2082_0.jpg,A,72.0,fine_art,경희대_fine_art,경희대,평소작,2082
data/crawled/raw_images/249_0.png,A,77.4,visual_design,경희대_visual_design,경희대,재현작,249
data/crawled/raw_images/3428_0.png,B,65.5,design_general,한성대_design_general,한성대,재현작,3428
data/crawled/raw_images/945_0.png,B,49.3,sculpture,서울시립대_sculpture,서울시립대,재현작,945
data/crawled/raw_images/764_0.jpg,A,77.3,fine_art,성신여대_fine_art,성신여대,평소작,764
data/crawled/raw_images/2363_0.jpg,B,64.4,design_general,한성대_design_general,한성대,재현작,2363
data/crawled/raw_images/2713_0.jpg,A,81.0,industrial_design,건국대_industrial_design,건국대,재현작,2713
data/crawled/raw_images/1243_0.jpg,B,59.6,design_general,상명대_design_general,상명대,재현작,1243
data/crawled/raw_images/477_0.jpg,B,59.3,craft,단국대_craft,단국대,재현작,477
data/crawled/raw_images/3600_0.jpg,A,67.6,visual_design,서울과기대_visual_design,서울과기대,재현작,3600
data/crawled/raw_images/1595_0.jpg,A,84.0,fine_art,경희대_fine_art,경희대,평소작,1595
data/crawled/raw_images/3405_0.jpeg,A,80.2,fine_art,중앙대_fine_art,중앙대,평소작,3405
data/crawled/raw_images/1132_0.jpg,B,60.5,design_general,상명대_design_general,상명대,평소작,1132
data/crawled/raw_images/3704_0.jpg,B,50.1,industrial_design,서울과기대_industrial_design,서울과기대,재현작,3704
data/crawled/raw_images/2966_0.jpg,B,58.5,design_general,상명대_design_general,상명대,재현작,2966
data/crawled/raw_images/2934_0.jpg,A,82.4,visual_design,건국대_visual_design,건국대,unknown,2934
data/crawled/raw_images/1748_0.jpg,B,62.9,industrial_design,상명대_industrial_design,상명대,재현작,1748
data/crawled/raw_images/932_0.jpg,B,49.3,sculpture,서울시립대_sculpture,서울시립대,평소작,932
data/crawled/raw_images/691_0.jpg,B,56.8,animation,청강대_animation,청강대,평소작,691
data/crawled/raw_images/818_0.jpg,S,90.0,fine_art,서울대_fine_art,서울대,평소작,818
data/crawled/raw_images/3723_0.jpg,A,77.4,visual_design,건국대_visual_design,건국대,재현작,3723
data/crawled/raw_images/3664_0.jpg,B,53.8,design_general,상명대_design_general,상명대,재현작,3664
data/crawled/raw_images/3589_0.jpg,B,51.8,design_general,인하대_design_general,인하대,평소작,3589
data/crawled/raw_images/2874_0.jpg,B,65.7,design_general,한성대_design_general,한성대,재현작,2874
data/crawled/raw_images/808_0.jpg,B,64.5,visual_design,서울시립대_visual_design,서울시립대,평소작,808
data/crawled/raw_images/2129_0.jpg,B,60.4,design_general,한성대_design_general,한성대,재현작,2129
data/crawled/raw_images/2633_0.jpg,B,53.3,industrial_design,단국대_industrial_design,단국대,재현작,2633
data/crawled/raw_images/2249_0.jpg,A,75.5,fine_art,동국대_fine_art,동국대,평소작,2249
data/crawled/raw_images/3006_0.jpg,A,82.2,craft,성신여대_craft,성신여대,재현작,3006
data/crawled/raw_images/1574_0.jpg,A,71.7,visual_design,건국대_visual_design,건국대,재현작,1574
data/crawled/raw_images/2252_0.jpg,A,70.3,sculpture,국민대_sculpture,국민대,평소작,2252
data/crawled/raw_images/793_0.jpeg,B,65.8,industrial_design,가천대_industrial_design,가천대,재현작,793
data/crawled/raw_images/859_0.jpg,B,56.8,animation,청강대_animation,청강대,평소작,859
data/crawled/raw_images/3900_0.jpg,B,54.8,animation,청강대_animation,청강대,재현작,3900
data/crawled/raw_images/2360_0.jpg,B,66.6,interior,동덕여대_interior,동덕여대,평소작,2360
data/crawled/raw_images/3898_0.png,B,50.1,animation,청강대_animation,청강대,재현작,3898
data/crawled/raw_images/1121_0.jpg,B,56.9,craft,서울과기대_craft,서울과기대,평소작,1121
data/crawled/raw_images/1164_0.jpg,A,77.6,fine_art,성신여대_fine_art,성신여대,평소작,1164
data/crawled/raw_images/3766_0.jpg,B,66.9,design_general,덕성여대_design_general,덕성여대,재현작,3766
data/crawled/raw_images/2025_0.jpg,B,58.0,craft,동덕여대_craft,동덕여대,재현작,2025
data/crawled/raw_images/2682_0.jpg,A,73.5,craft,중앙대_craft,중앙대,재현작,2682
data/crawled/raw_images/3192_0.jpeg,B,52.0,visual_design,단국대_visual_design,단국대,재현작,3192
data/crawled/raw_images/1679_0.jpg,C,34.7,visual_design,용인대_visual_design,용인대,평소작,1679
data/crawled/raw_images/770_0.jpeg,B,61.4,fashion,인하대_fashion,인하대,재현작,770
data/crawled/raw_images/3175_0.jpg,C,45.4,design_general,수원대_design_general,수원대,재현작,3175
data/crawled/raw_images/1869_0.jpg,B,63.4,design_general,경기대_design_general,경기대,평소작,1869
data/crawled/raw_images/1414_0.jpg,B,64.0,fashion,인하대_fashion,인하대,재현작,1414
data/crawled/raw_images/3243_0.png,S,88.8,fine_art,서울대_fine_art,서울대,평소작,3243
data/crawled/raw_images/2676_0.jpg,A,72.9,fine_art,동국대_fine_art,동국대,평소작,2676
data/crawled/raw_images/2913_0.jpg,A,76.6,fine_art,성신여대_fine_art,성신여대,평소작,2913
data/crawled/raw_images/2359_0.jpg,C,49.8,visual_design,서경대_visual_design,서경대,평소작,2359
data/crawled/raw_images/611_0.jpg,B,48.8,craft,서울과기대_craft,서울과기대,평소작,611
data/crawled/raw_images/1203_0.jpg,B,60.9,craft,단국대_craft,단국대,재현작,1203
data/crawled/raw_images/2716_0.jpg,B,49.2,sculpture,서울시립대_sculpture,서울시립대,평소작,2716
data/crawled/raw_images/3364_0.jpeg,B,65.6,design_general,인하대_design_general,인하대,재현작,3364
data/crawled/raw_images/3846_0.jpeg,B,59.5,craft,단국대_craft,단국대,unknown,3846
data/crawled/raw_images/1017_0.jpg,A,74.0,industrial_design,건국대_industrial_design,건국대,재현작,1017
data/crawled/raw_images/2004_0.jpg,C,47.6,design_general,수원대_design_general,수원대,평소작,2004
data/crawled/raw_images/2412_0.jpg,A,79.9,interior,건국대_interior,건국대,재현작,2412
data/crawled/raw_images/1637_0.jpg,A,83.1,visual_design,경희대_visual_design,경희대,재현작,1637
data/crawled/raw_images/3037_0.png,B,64.0,visual_design,단국대_visual_design,단국대,재현작,3037
data/crawled/raw_images/1620_0.jpg,B,62.0,industrial_design,서울과기대_industrial_design,서울과기대,평소작,1620
data/crawled/raw_images/1565_0.jpg,B,55.0,visual_design,가천대_visual_design,가천대,재현작,1565
data/crawled/raw_images/2256_0.jpg,A,76.5,fine_art,중앙대_fine_art,중앙대,평소작,2256
data/crawled/raw_images/1815_0.jpg,B,61.9,craft,단국대_craft,단국대,재현작,1815
data/crawled/raw_images/3241_0.png,S,88.8,fine_art,서울대_fine_art,서울대,재현작,3241
data/crawled/raw_images/200_0.png,B,67.8,visual_design,단국대_visual_design,단국대,재현작,200
data/crawled/raw_images/3756_0.jpg,B,55.0,design_general,한성대_design_general,한성대,재현작,3756
data/crawled/raw_images/463_0.jpg,A,78.1,fine_art,중앙대_fine_art,중앙대,평소작,463
data/crawled/raw_images/839_0.jpg,B,63.6,design_general,한성대_design_general,한성대,재현작,839
data/crawled/raw_images/2901_0.jpg,B,63.8,interior,동덕여대_interior,동덕여대,재현작,2901
data/crawled/raw_images/3038_0.png,A,68.3,design_general,홍익대_design_general,홍익대,재현작,3038
data/crawled/raw_images/1413_0.jpg,B,55.0,visual_design,가천대_visual_design,가천대,재현작,1413
data/crawled/raw_images/258_0.png,S,83.5,industrial_design,국민대_industrial_design,국민대,재현작,258
data/crawled/raw_images/2234_0.jpg,B,64.8,visual_design,가천대_visual_design,가천대,재현작,2234
data/crawled/raw_images/2045_0.jpg,B,52.7,fashion,동덕여대_fashion,동덕여대,재현작,2045
data/crawled/raw_images/3611_0.jpg,B,52.2,design_general,인하대_design_general,인하대,재현작,3611
data/crawled/raw_images/682_0.jpg,A,72.0,fine_art,이화여대_fine_art,이화여대,재현작,682
data/crawled/raw_images/631_0.jpg,B,58.2,fashion,건국대_fashion,건국대,재현작,631
data/crawled/raw_images/2416_0.jpg,B,54.8,fine_art,가천대_fine_art,가천대,재현작,2416
data/crawled/raw_images/2390_0.jpg,B,67.3,visual_design,동덕여대_visual_design,동덕여대,재현작,2390
data/crawled/raw_images/557_0.jpg,B,52.4,craft,단국대_craft,단국대,평소작,557
data/crawled/raw_images/2048_0.jpg,A,75.4,industrial_design,경희대_industrial_design,경희대,평소작,2048
data/crawled/raw_images/2773_0.jpg,B,55.1,craft,단국대_craft,단국대,재현작,2773
data/crawled/raw_images/3411_0.jpg,C,44.8,design_general,삼육대_design_general,삼육대,재현작,3411
data/crawled/raw_images/2492_0.jpg,B,64.2,design_general,한성대_design_general,한성대,재현작,2492
data/crawled/raw_images/2214_0.jpg,A,79.9,interior,건국대_interior,건국대,평소작,2214
data/crawled/raw_images/3188_0.jpg,B,58.5,design_general,경기대_design_general,경기대,재현작,3188
data/crawled/raw_images/2930_0.jpg,B,58.1,interior,숙명여대_interior,숙명여대,재현작,2930
data/crawled/raw_images/847_0.jpg,C,46.2,visual_design,용인대_visual_design,용인대,재현작,847
data/crawled/raw_images/2418_0.jpg,A,65.3,visual_design,국민대_visual_design,국민대,평소작,2418
data/crawled/raw_images/1218_0.jpg,S,94.5,fine_art,서울대_fine_art,서울대,평소작,1218
data/crawled/raw_images/2299_0.jpg,A,74.3,fine_art,성신여대_fine_art,성신여대,재현작,2299
data/crawled/raw_images/228_0.png,A,68.7,fine_art,경희대_fine_art,경희대,재현작,228
data/crawled/raw_images/327_0.png,A,81.2,fine_art,경희대_fine_art,경희대,재현작,327
data/crawled/raw_images/768_0.jpg,A,77.3,fine_art,성신여대_fine_art,성신여대,평소작,768
data/crawled/raw_images/3773_0.jpg,A,71.0,design_general,고려대_design_general,고려대,재현작,3773
