image_path_1,image_path_2,label,tier_score_1,tier_score_2,score_gap,pair_type,dept,quality_tier
data/crawled/raw_images/546_0.jpg,data/crawled/raw_images/2418_0.jpg,-1,56.8,65.3,8.5,same_dept,visual_design,1
data/crawled/raw_images/2253_0.jpg,data/crawled/raw_images/3681_0.jpeg,1,70.3,49.2,21.099999999999994,same_dept,sculpture,1
data/crawled/raw_images/2343_0.jpg,data/crawled/raw_images/1709_0.jpg,1,57.8,47.5,10.299999999999997,same_dept,design_general,3
data/crawled/raw_images/3701_0.jpg,data/crawled/raw_images/2067_0.jpg,-1,59.3,71.6,12.299999999999997,same_dept,craft,3
data/crawled/raw_images/761_0.jpg,data/crawled/raw_images/3097_0.jpg,1,77.3,67.2,10.099999999999994,cross_dept,fine_art_vs_design_general,0
data/crawled/raw_images/3380_0.jpg,data/crawled/raw_images/196_0.png,-1,62.4,67.9,5.500000000000007,same_dept,craft,2
data/crawled/raw_images/1688_0.jpg,data/crawled/raw_images/3086_0.jpeg,1,75.0,52.0,23.0,cross_dept,fine_art_vs_design_general,0
data/crawled/raw_images/2848_0.jpg,data/crawled/raw_images/2838_0.jpg,-1,35.1,73.7,38.6,same_dept,visual_design,3
data/crawled/raw_images/2088_0.jpg,data/crawled/raw_images/1243_0.jpg,1,71.5,59.6,11.899999999999999,same_dept,design_general,3
data/crawled/raw_images/625_0.jpg,data/crawled/raw_images/577_0.jpg,1,66.5,48.6,17.9,cross_dept,fine_art_vs_sculpture,0
data/crawled/raw_images/3137_0.jpg,data/crawled/raw_images/3048_0.jpg,1,72.6,63.2,9.399999999999991,cross_dept,visual_design_vs_industrial_design,0
data/crawled/raw_images/2799_0.jpg,data/crawled/raw_images/385_0.png,-1,50.5,67.2,16.700000000000003,same_dept,industrial_design,1
data/crawled/raw_images/2772_0.jpg,data/crawled/raw_images/313_0.png,1,61.5,54.7,6.799999999999997,cross_dept,design_general_vs_animation,0
data/crawled/raw_images/2175_0.jpg,data/crawled/raw_images/3128_0.jpeg,1,73.6,47.2,26.39999999999999,cross_dept,visual_design_vs_industrial_design,0
data/crawled/raw_images/1063_0.jpg,data/crawled/raw_images/502_0.jpg,1,68.5,60.8,7.700000000000003,same_dept,fine_art,1
data/crawled/raw_images/3778_0.jpg,data/crawled/raw_images/1290_0.jpg,1,71.3,61.3,10.0,cross_dept,design_general_vs_industrial_design,0
data/crawled/raw_images/1153_0.jpg,data/crawled/raw_images/865_0.jpg,1,80.4,66.3,14.100000000000009,same_dept,industrial_design,1
data/crawled/raw_images/1120_0.jpg,data/crawled/raw_images/3866_0.jpeg,1,77.6,59.4,18.199999999999996,same_dept,fine_art,1
data/crawled/raw_images/2585_0.jpg,data/crawled/raw_images/1979_0.jpg,1,60.5,48.4,12.100000000000001,same_dept,visual_design,3
data/crawled/raw_images/2921_0.jpg,data/crawled/raw_images/3830_0.jpg,-1,76.6,87.2,10.600000000000009,same_dept,fine_art,1
data/crawled/raw_images/1878_0.jpg,data/crawled/raw_images/704_0.jpg,1,64.6,56.8,7.799999999999997,cross_dept,fashion_vs_animation,0
data/crawled/raw_images/330_0.png,data/crawled/raw_images/1058_0.jpg,1,79.6,72.0,7.599999999999994,same_dept,fine_art,1
data/crawled/raw_images/1412_0.jpg,data/crawled/raw_images/2140_0.jpg,1,81.7,53.6,28.1,cross_dept,visual_design_vs_craft,0
data/crawled/raw_images/860_0.jpg,data/crawled/raw_images/3783_0.jpg,1,81.7,76.3,5.400000000000006,same_dept,design_general,1
data/crawled/raw_images/1993_0.jpg,data/crawled/raw_images/1103_0.jpeg,1,67.4,60.5,6.900000000000006,cross_dept,visual_design_vs_design_general,0
data/crawled/raw_images/1331_0.jpg,data/crawled/raw_images/2250_0.jpg,-1,65.3,75.5,10.200000000000003,same_dept,fine_art,1
data/crawled/raw_images/329_0.png,data/crawled/raw_images/1064_0.jpg,1,81.2,52.4,28.800000000000004,same_dept,fine_art,3
data/crawled/raw_images/996_0.jpg,data/crawled/raw_images/3428_0.png,1,72.1,65.5,6.599999999999994,cross_dept,visual_design_vs_design_general,0
data/crawled/raw_images/2690_0.jpg,data/crawled/raw_images/1686_0.jpg,-1,53.4,80.6,27.199999999999996,same_dept,visual_design,3
data/crawled/raw_images/3249_0.jpg,data/crawled/raw_images/699_0.jpg,-1,58.0,66.5,8.5,same_dept,craft,3
data/crawled/raw_images/2063_0.jpg,data/crawled/raw_images/1150_0.jpg,1,51.9,41.2,10.699999999999996,cross_dept,craft_vs_visual_design,0
data/crawled/raw_images/1519_0.jpg,data/crawled/raw_images/2995_0.jpg,-1,56.0,65.7,9.700000000000003,same_dept,design_general,3
data/crawled/raw_images/473_0.jpg,data/crawled/raw_images/3242_0.png,-1,77.9,88.8,10.899999999999991,same_dept,fine_art,1
data/crawled/raw_images/3011_0.jpg,data/crawled/raw_images/3052_0.jpg,1,82.3,63.2,19.099999999999994,cross_dept,craft_vs_industrial_design,0
data/crawled/raw_images/3329_0.jpg,data/crawled/raw_images/2186_0.jpg,-1,60.9,71.8,10.899999999999999,same_dept,design_general,1
data/crawled/raw_images/1945_0.jpg,data/crawled/raw_images/2094_0.jpg,1,67.4,53.9,13.500000000000007,same_dept,visual_design,3
data/crawled/raw_images/1916_0.jpg,data/crawled/raw_images/2382_0.jpg,1,73.3,48.4,24.9,cross_dept,visual_design_vs_design_general,0
data/crawled/raw_images/1184_0.jpg,data/crawled/raw_images/1484_0.jpg,1,56.9,50.2,6.699999999999996,same_dept,craft,3
data/crawled/raw_images/3672_0.jpg,data/crawled/raw_images/2850_0.png,-1,54.4,60.0,5.600000000000001,same_dept,craft,3
data/crawled/raw_images/1557_0.jpg,data/crawled/raw_images/3152_0.jpg,-1,52.2,80.0,27.799999999999997,same_dept,industrial_design,3
data/crawled/raw_images/1504_0.jpg,data/crawled/raw_images/216_0.png,1,78.7,68.5,10.200000000000003,same_dept,craft,3
data/crawled/raw_images/2213_0.jpg,data/crawled/raw_images/996_0.jpg,-1,54.3,72.1,17.799999999999997,same_dept,visual_design,3
data/crawled/raw_images/281_0.jpg,data/crawled/raw_images/3894_0.jpg,1,74.2,63.7,10.5,cross_dept,fine_art_vs_animation,0
data/crawled/raw_images/3654_0.jpg,data/crawled/raw_images/349_0.png,1,76.1,48.3,27.799999999999997,cross_dept,fine_art_vs_visual_design,0
data/crawled/raw_images/3188_0.jpg,data/crawled/raw_images/1292_0.jpg,1,58.5,51.4,7.100000000000001,cross_dept,design_general_vs_animation,0
data/crawled/raw_images/3113_0.jpg,data/crawled/raw_images/3396_0.jpg,1,67.8,62.4,5.399999999999999,cross_dept,craft_vs_visual_design,0
data/crawled/raw_images/3471_0.jpg,data/crawled/raw_images/3734_0.jpg,-1,34.1,67.6,33.49999999999999,same_dept,visual_design,3
data/crawled/raw_images/2134_0.jpg,data/crawled/raw_images/3455_0.jpg,1,63.4,33.5,29.9,same_dept,design_general,3
data/crawled/raw_images/2972_0.jpg,data/crawled/raw_images/3396_0.jpg,1,76.6,62.4,14.199999999999996,cross_dept,fine_art_vs_visual_design,0
data/crawled/raw_images/2101_0.jpg,data/crawled/raw_images/2613_0.jpg,-1,49.3,73.4,24.10000000000001,same_dept,design_general,3
data/crawled/raw_images/2536_0.jpg,data/crawled/raw_images/932_0.jpg,1,63.9,49.3,14.600000000000001,cross_dept,fashion_vs_sculpture,0
data/crawled/raw_images/2713_0.jpg,data/crawled/raw_images/3122_0.jpg,1,81.0,70.8,10.200000000000003,cross_dept,industrial_design_vs_design_general,0
data/crawled/raw_images/3501_0.jpg,data/crawled/raw_images/3410_0.jpg,1,80.5,48.1,32.4,same_dept,design_general,3
data/crawled/raw_images/3385_0.jpeg,data/crawled/raw_images/1136_0.jpg,-1,62.8,82.9,20.10000000000001,same_dept,fashion,2
data/crawled/raw_images/1844_0.jpg,data/crawled/raw_images/498_0.jpg,1,81.1,66.2,14.899999999999991,same_dept,visual_design,1
data/crawled/raw_images/1347_0.jpg,data/crawled/raw_images/3180_0.jpg,1,66.2,49.6,16.6,cross_dept,visual_design_vs_sculpture,0
data/crawled/raw_images/1102_0.jpg,data/crawled/raw_images/3569_0.jpg,1,84.0,76.1,7.900000000000006,same_dept,fine_art,1
data/crawled/raw_images/367_0.png,data/crawled/raw_images/2638_0.jpg,1,67.8,55.6,12.199999999999996,cross_dept,visual_design_vs_craft,0
data/crawled/raw_images/3241_0.png,data/crawled/raw_images/2439_0.jpg,1,88.8,65.6,23.200000000000003,cross_dept,fine_art_vs_design_general,0
data/crawled/raw_images/771_0.jpeg,data/crawled/raw_images/1416_0.jpg,1,80.3,69.8,10.5,cross_dept,fine_art_vs_visual_design,0
data/crawled/raw_images/285_0.jpg,data/crawled/raw_images/3055_0.jpg,-1,55.1,61.0,5.899999999999999,same_dept,fashion,3
data/crawled/raw_images/236_0.png,data/crawled/raw_images/2800_0.jpg,1,82.0,50.5,31.5,same_dept,industrial_design,1
data/crawled/raw_images/3846_0.jpeg,data/crawled/raw_images/3784_0.jpg,-1,59.5,65.0,5.5,same_dept,craft,1
data/crawled/raw_images/3157_0.jpg,data/crawled/raw_images/2274_0.jpg,1,83.5,67.5,16.0,same_dept,industrial_design,3
data/crawled/raw_images/2106_0.jpg,data/crawled/raw_images/1234_0.jpg,-1,48.7,90.0,41.3,same_dept,fine_art,1
data/crawled/raw_images/1601_0.jpg,data/crawled/raw_images/611_0.jpg,1,65.8,48.8,17.0,cross_dept,fine_art_vs_craft,0
data/crawled/raw_images/999_0.jpg,data/crawled/raw_images/2997_0.jpg,1,74.0,49.7,24.299999999999997,same_dept,industrial_design,3
data/crawled/raw_images/2794_0.jpg,data/crawled/raw_images/3860_0.jpg,1,76.7,61.9,14.800000000000004,same_dept,visual_design,1
data/crawled/raw_images/3359_0.jpeg,data/crawled/raw_images/3798_0.jpg,1,81.8,72.0,9.799999999999997,cross_dept,fine_art_vs_design_general,0
data/crawled/raw_images/879_0.jpg,data/crawled/raw_images/2952_0.jpg,1,80.3,66.9,13.399999999999991,cross_dept,fine_art_vs_industrial_design,0
data/crawled/raw_images/3001_0.jpg,data/crawled/raw_images/2599_0.jpg,1,70.3,44.5,25.799999999999997,cross_dept,fashion_vs_design_general,0
data/crawled/raw_images/3237_0.png,data/crawled/raw_images/3930_0.jpeg,1,88.8,79.2,9.599999999999994,same_dept,fine_art,1
data/crawled/raw_images/2710_0.jpg,data/crawled/raw_images/1048_0.jpg,1,79.1,67.0,12.099999999999994,cross_dept,industrial_design_vs_visual_design,0
data/crawled/raw_images/443_0.jpg,data/crawled/raw_images/1628_0.jpg,1,59.8,54.3,5.5,same_dept,animation,2
data/crawled/raw_images/1899_0.jpg,data/crawled/raw_images/1293_0.jpg,1,84.9,59.8,25.10000000000001,same_dept,industrial_design,3
data/crawled/raw_images/3829_0.jpg,data/crawled/raw_images/2173_0.jpg,1,87.2,55.0,32.2,same_dept,fine_art,1
data/crawled/raw_images/2317_0.jpg,data/crawled/raw_images/1035_0.jpg,-1,36.8,59.8,23.0,same_dept,visual_design,3
data/crawled/raw_images/536_0.jpg,data/crawled/raw_images/2881_0.jpg,1,73.2,61.3,11.900000000000006,cross_dept,design_general_vs_industrial_design,0
data/crawled/raw_images/2997_0.jpg,data/crawled/raw_images/1314_0.jpg,-1,49.7,72.7,23.0,same_dept,industrial_design,3
data/crawled/raw_images/3705_0.jpg,data/crawled/raw_images/2941_0.jpg,1,72.5,66.0,6.5,same_dept,visual_design,3
data/crawled/raw_images/3571_0.jpg,data/crawled/raw_images/2529_0.jpg,1,72.5,61.1,11.399999999999999,cross_dept,visual_design_vs_design_general,0
data/crawled/raw_images/1453_0.jpg,data/crawled/raw_images/2452_0.jpg,1,70.9,60.2,10.700000000000003,cross_dept,visual_design_vs_animation,0
data/crawled/raw_images/1468_0.jpg,data/crawled/raw_images/3447_0.jpg,1,83.9,60.9,23.000000000000007,cross_dept,industrial_design_vs_design_general,0
data/crawled/raw_images/2947_0.jpg,data/crawled/raw_images/3711_0.jpg,-1,48.0,58.8,10.799999999999997,same_dept,design_general,3
data/crawled/raw_images/3675_0.jpeg,data/crawled/raw_images/2106_0.jpg,1,73.9,48.7,25.200000000000003,same_dept,fine_art,1
data/crawled/raw_images/2771_0.jpg,data/crawled/raw_images/1679_0.jpg,1,56.4,34.7,21.699999999999996,cross_dept,craft_vs_visual_design,0
data/crawled/raw_images/3814_0.jpg,data/crawled/raw_images/1172_0.jpg,1,66.8,57.5,9.299999999999997,cross_dept,visual_design_vs_fine_art,0
data/crawled/raw_images/1178_0.jpg,data/crawled/raw_images/3716_0.jpg,1,90.0,80.0,10.0,cross_dept,fine_art_vs_industrial_design,0
data/crawled/raw_images/438_0.jpeg,data/crawled/raw_images/1352_0.jpg,1,78.1,68.7,9.399999999999991,same_dept,fine_art,1
data/crawled/raw_images/2212_0.jpg,data/crawled/raw_images/1135_0.jpg,-1,52.7,59.3,6.599999999999994,same_dept,fashion,1
data/crawled/raw_images/542_0.jpg,data/crawled/raw_images/3010_0.jpg,1,70.6,61.6,8.999999999999993,same_dept,craft,3
data/crawled/raw_images/454_0.jpg,data/crawled/raw_images/2098_0.jpg,-1,58.3,90.7,32.400000000000006,same_dept,design_general,3
data/crawled/raw_images/1988_0.jpg,data/crawled/raw_images/3873_0.jpg,-1,54.6,61.9,7.299999999999997,same_dept,interior,2
data/crawled/raw_images/2640_0.jpg,data/crawled/raw_images/1231_0.jpg,1,79.3,67.0,12.299999999999997,cross_dept,industrial_design_vs_visual_design,0
data/crawled/raw_images/2166_0.jpg,data/crawled/raw_images/2286_0.jpg,1,85.1,67.7,17.39999999999999,cross_dept,industrial_design_vs_visual_design,0
data/crawled/raw_images/1654_0.jpg,data/crawled/raw_images/1877_0.jpg,-1,60.4,67.4,7.000000000000007,same_dept,design_general,3
data/crawled/raw_images/262_0.png,data/crawled/raw_images/2060_0.jpg,-1,60.5,65.7,5.200000000000003,same_dept,fashion,3
data/crawled/raw_images/3590_0.jpg,data/crawled/raw_images/1274_0.jpg,1,52.2,40.8,11.400000000000006,cross_dept,design_general_vs_visual_design,0
data/crawled/raw_images/511_0.jpg,data/crawled/raw_images/1837_0.jpg,1,78.8,60.4,18.4,cross_dept,fine_art_vs_design_general,0
data/crawled/raw_images/341_0.png,data/crawled/raw_images/297_0.jpg,1,76.9,55.0,21.900000000000006,cross_dept,visual_design_vs_fine_art,0
data/crawled/raw_images/2111_0.jpg,data/crawled/raw_images/1160_0.jpg,1,72.0,57.5,14.5,same_dept,fine_art,1
data/crawled/raw_images/734_0.jpg,data/crawled/raw_images/2247_0.jpg,1,83.6,70.3,13.299999999999997,cross_dept,visual_design_vs_sculpture,0
data/crawled/raw_images/1595_0.jpg,data/crawled/raw_images/1601_0.jpg,1,84.0,65.8,18.200000000000003,same_dept,fine_art,1
data/crawled/raw_images/3797_0.jpg,data/crawled/raw_images/2323_0.jpg,-1,53.8,64.4,10.600000000000009,same_dept,design_general,3
data/crawled/raw_images/2290_0.jpg,data/crawled/raw_images/2190_0.jpg,1,67.7,60.4,7.300000000000004,cross_dept,visual_design_vs_design_general,0
data/crawled/raw_images/3682_0.jpg,data/crawled/raw_images/999_0.jpg,-1,51.0,74.0,23.0,same_dept,industrial_design,3
data/crawled/raw_images/386_0.png,data/crawled/raw_images/1053_0.jpg,1,67.2,57.9,9.300000000000004,cross_dept,industrial_design_vs_fine_art,0
data/crawled/raw_images/1415_0.jpg,data/crawled/raw_images/2058_0.jpg,-1,48.4,55.5,7.100000000000001,same_dept,visual_design,3
data/crawled/raw_images/1980_0.jpg,data/crawled/raw_images/934_0.jpg,-1,73.3,79.7,6.400000000000006,same_dept,visual_design,3
data/crawled/raw_images/1447_0.jpg,data/crawled/raw_images/3701_0.jpg,1,72.0,59.3,12.700000000000003,cross_dept,visual_design_vs_craft,0
data/crawled/raw_images/1327_0.jpg,data/crawled/raw_images/3774_0.jpg,1,81.7,52.8,28.900000000000006,cross_dept,craft_vs_animation,0
data/crawled/raw_images/1292_0.jpg,data/crawled/raw_images/1812_0.jpg,1,51.4,43.9,7.5,cross_dept,animation_vs_design_general,0
data/crawled/raw_images/1726_0.png,data/crawled/raw_images/1575_0.jpg,1,67.8,53.9,13.899999999999999,same_dept,visual_design,3
data/crawled/raw_images/3039_0.png,data/crawled/raw_images/2624_0.jpg,1,80.7,55.5,25.200000000000003,cross_dept,industrial_design_vs_fine_art,0
data/crawled/raw_images/2132_0.jpg,data/crawled/raw_images/2542_0.jpg,-1,40.5,62.6,22.1,same_dept,visual_design,3
data/crawled/raw_images/973_0.jpg,data/crawled/raw_images/2915_0.png,1,75.1,65.7,9.399999999999991,cross_dept,industrial_design_vs_design_general,0
data/crawled/raw_images/1626_0.jpg,data/crawled/raw_images/1344_0.jpg,1,60.4,54.9,5.5,cross_dept,design_general_vs_visual_design,0
data/crawled/raw_images/1465_0.jpg,data/crawled/raw_images/2228_0.jpg,-1,74.5,82.7,8.200000000000003,same_dept,craft,1
data/crawled/raw_images/1894_0.jpg,data/crawled/raw_images/3046_0.jpg,1,71.5,65.4,6.099999999999994,cross_dept,design_general_vs_fashion,0
data/crawled/raw_images/2546_0.jpg,data/crawled/raw_images/342_0.png,1,82.1,56.7,25.39999999999999,same_dept,industrial_design,3
data/crawled/raw_images/1352_0.jpg,data/crawled/raw_images/3432_0.jpg,1,68.7,49.6,19.1,cross_dept,fine_art_vs_industrial_design,0
data/crawled/raw_images/1888_0.jpg,data/crawled/raw_images/858_0.jpg,-1,49.3,68.0,18.700000000000003,same_dept,design_general,1
data/crawled/raw_images/2517_0.jpg,data/crawled/raw_images/1306_0.jpg,-1,55.0,71.7,16.700000000000003,same_dept,visual_design,1
data/crawled/raw_images/2372_0.jpg,data/crawled/raw_images/196_0.png,1,83.2,67.9,15.299999999999997,cross_dept,visual_design_vs_craft,0
data/crawled/raw_images/2194_0.png,data/crawled/raw_images/1151_0.jpg,-1,55.0,80.4,25.400000000000006,same_dept,industrial_design,1
data/crawled/raw_images/1266_0.jpg,data/crawled/raw_images/2883_0.jpg,-1,42.3,58.4,16.1,same_dept,design_general,3
data/crawled/raw_images/2828_0.jpg,data/crawled/raw_images/1017_0.jpg,1,80.9,74.0,6.900000000000006,same_dept,industrial_design,3
data/crawled/raw_images/2249_0.jpg,data/crawled/raw_images/580_0.jpg,1,75.5,70.1,5.400000000000006,cross_dept,fine_art_vs_sculpture,0
data/crawled/raw_images/3598_0.jpg,data/crawled/raw_images/2740_0.jpg,1,76.1,68.7,7.3999999999999915,cross_dept,sculpture_vs_visual_design,0
data/crawled/raw_images/1965_0.jpg,data/crawled/raw_images/1325_0.jpg,1,68.3,37.3,31.0,same_dept,design_general,3
data/crawled/raw_images/938_0.jpg,data/crawled/raw_images/896_0.jpg,1,72.0,49.3,22.700000000000003,same_dept,sculpture,1
data/crawled/raw_images/1480_0.jpg,data/crawled/raw_images/1345_0.jpg,-1,67.0,81.3,14.299999999999997,same_dept,visual_design,3
data/crawled/raw_images/366_0.png,data/crawled/raw_images/943_0.jpg,1,77.3,66.5,10.799999999999997,cross_dept,visual_design_vs_fine_art,0
data/crawled/raw_images/2903_0.jpg,data/crawled/raw_images/3372_0.jpg,1,61.4,56.1,5.299999999999997,cross_dept,craft_vs_animation,0
data/crawled/raw_images/1532_0.jpg,data/crawled/raw_images/528_0.jpg,1,51.2,38.7,12.5,same_dept,design_general,3
data/crawled/raw_images/988_0.jpg,data/crawled/raw_images/2676_0.jpg,-1,55.0,72.9,17.900000000000006,same_dept,fine_art,1
data/crawled/raw_images/371_0.jpg,data/crawled/raw_images/2966_0.jpg,1,67.9,58.5,9.400000000000006,cross_dept,craft_vs_design_general,0
data/crawled/raw_images/875_0.jpg,data/crawled/raw_images/3424_0.jpg,1,81.6,48.1,33.49999999999999,cross_dept,visual_design_vs_design_general,0
data/crawled/raw_images/2995_0.jpg,data/crawled/raw_images/3909_0.jpg,1,65.7,57.6,8.100000000000001,same_dept,design_general,3
data/crawled/raw_images/1183_0.jpg,data/crawled/raw_images/2605_0.jpg,1,64.8,50.7,14.099999999999994,cross_dept,visual_design_vs_animation,0
data/crawled/raw_images/800_0.jpg,data/crawled/raw_images/3267_0.jpg,1,65.4,52.0,13.400000000000006,cross_dept,visual_design_vs_design_general,0
data/crawled/raw_images/3709_0.jpg,data/crawled/raw_images/3500_0.jpg,1,70.0,58.8,11.200000000000003,same_dept,design_general,3
data/crawled/raw_images/2499_0.jpg,data/crawled/raw_images/1559_0.jpg,1,65.0,53.6,11.399999999999999,same_dept,fashion,3
data/crawled/raw_images/2794_0.jpg,data/crawled/raw_images/521_0.jpg,1,76.7,70.3,6.400000000000006,same_dept,visual_design,1
data/crawled/raw_images/672_0.jpg,data/crawled/raw_images/3109_0.jpg,1,55.0,46.8,8.200000000000003,cross_dept,industrial_design_vs_design_general,0
data/crawled/raw_images/1122_0.jpg,data/crawled/raw_images/2633_0.jpg,1,58.6,53.3,5.300000000000004,same_dept,industrial_design,3
data/crawled/raw_images/309_0.png,data/crawled/raw_images/1021_0.jpg,1,77.9,67.1,10.800000000000011,same_dept,fine_art,1
data/crawled/raw_images/2448_0.jpg,data/crawled/raw_images/2867_0.png,-1,50.6,58.0,7.399999999999999,same_dept,animation,2
data/crawled/raw_images/1626_0.jpg,data/crawled/raw_images/305_0.jpg,-1,60.4,97.8,37.4,same_dept,design_general,3
data/crawled/raw_images/3435_0.jpg,data/crawled/raw_images/2448_0.jpg,1,57.1,50.6,6.5,same_dept,animation,2
data/crawled/raw_images/1445_0.jpg,data/crawled/raw_images/205_0.png,1,55.0,48.3,6.700000000000003,cross_dept,industrial_design_vs_visual_design,0
data/crawled/raw_images/544_0.jpg,data/crawled/raw_images/3043_0.png,1,74.4,65.7,8.700000000000003,cross_dept,visual_design_vs_design_general,0
